stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,platform_code,in_midt,in_cph
703000702,,Hørslevvej/Smedeskovvej (Skanderborg Kom),,56.158152789111,9.942831801116,0,,0,,True,False
703001201,,Klintevej/Frichsvej (Skanderborg Kom),,56.156853150902,9.913691211761,0,,0,,True,False
703001202,,Klintevej/Frichsvej (Skanderborg Kom),,56.156751475088,9.914075196342,0,,0,,True,False
703001501,,Stjær/Østerbro (Skanderborg Kom),,56.117087287849,9.954935263904,0,,0,,True,False
703002001,,Storring/Kirkebakken (Skanderborg Kom),,56.136506779958,9.940564105796,0,,0,,True,False
709000203,,Ødum/Landevejen (Favrskov Kom),,56.312137701918,10.134755644491,0,,0,,True,False
709000501,,Hadsten/Kirkevej,,56.329445785632,10.045606735936,0,,0,,True,False
709000502,,Hadsten/Kirkevej,,56.329411627392,10.045395556022,0,,0,,True,False
709000701,,Hadsten St./Østergade,,56.327403718645,10.048025212662,0,,0,,True,False
709000702,,Hadsten St./Østergade,,56.327297427318,10.047844409423,0,,0,,True,False
709000801,,Nørre Galten Kirke (Favrskov Kom),,56.34869826542,10.046958661669,0,,0,,True,False
709001202,,Sundhedscenter Hadsten,,56.331632957573,10.058912817774,0,,0,,True,False
709100101,,Hadbjerg Kirke (Favrskov Kom),,56.329740102562,10.108899626762,0,,0,,True,False
709100301,,Lerbjerg/Hadstenvej (Favrskov Kom),,56.349558100409,9.990444952782,0,,0,,True,False
709200301,,Voldum Kirke (Favrskov Kom),,56.364108934341,10.171329457999,0,,0,,True,False
711000301,,Hammel Rtb.,,56.256684279234,9.862638904816,0,,0,,True,False
711100101,,Voldby Forsamlingshus (Favrskov Kom),,56.235642464196,9.884138961066,0,,0,,True,False
711100102,,Voldby Forsamlingshus (Favrskov Kom),,56.235521412526,9.884733089463,0,,0,,True,False
711100301,,Lading/Møllebakken (Favrskov Kom),,56.222215032775,9.972078765649,0,,0,,True,False
711300101,,Farre/Sporup Kirkevej (Favrskov Kom),,56.219325484577,9.845609044701,0,,0,,True,False
713000101,,Søften/Engen,,56.237121251718,10.08760339077,0,,0,,True,False
713000102,,Søften/Engen,,56.236941450386,10.087614429169,0,,0,,True,False
713000301,,Alfa/Århusvej (Favrskov Kom),,56.232649301948,10.102527899586,0,,0,,True,False
713000802,,Rønvangen/Ådalsvej (Favrskov Kom),,56.255812968766,10.070829429762,0,,0,,True,False
713000901,,Lisbjerg Erhvervspark/Søftenvej (Aarhus Kom),,56.215713429269,10.138097224637,0,,0,,True,False
713001101,,Bjergegårdsvej/Rylevej (Favrskov Kom),,56.278801597007,10.064042129542,0,,0,,True,False
713001102,,Bjergegårdsvej/Rylevej (Favrskov Kom),,56.279099423166,10.063888884423,0,,0,,True,False
713001401,,Nørregade/Rylevej (Favrskov Kom),,56.27078775682,10.064982308095,0,,0,,True,False
713002001,,Foldby/Korsholm Skole (Favrskov Kom),,56.2498038396,10.030378237055,0,,0,,True,False
713002501,,Norring/Riisvej (Favrskov Kom),,56.247390428041,10.041755366261,0,,0,,True,False
713003101,,Hinnerup St./Ådalsvej,,56.263542989321,10.061116139537,0,,0,,True,False
713003102,,Hinnerup St./Ådalsvej,,56.263190558848,10.062397973854,0,,0,,True,False
713101102,,Haldum Kirke (Favrskov Kom),,56.280049193733,10.042013223969,0,,0,,True,False
713200902,,Kildevangen/Nørregade (Favrskov Kom),,56.275556591082,10.071494113194,0,,0,,True,False
715000201,,Hårby Bygade/Ryvejen (Skanderborg Kom),,56.087454683707,9.905940715507,0,,0,,True,False
715000202,,Hårby Bygade/Ryvejen (Skanderborg Kom),,56.087364375192,9.906002879565,0,,0,,True,False
715000501,,Nørre Allé/Århusvej (Skanderborg Kom),,56.084081792779,10.036588457207,0,,0,,True,False
715000502,,Nørre Allé/Århusvej (Skanderborg Kom),,56.084439312248,10.037883654666,0,,0,,True,False
715100101,,Veng/Låsbyvej (Skanderborg Kom),,56.110267117723,9.881246307875,0,,0,,True,False
727000402,,Rudevej/Strandvejen (Odder Kom),,55.974560066089,10.231705112563,0,,0,,True,False
727000601,,Saksild Skole (Odder Kom),,55.987061494109,10.230579701832,0,,0,,True,False
727000602,,Saksild Skole (Odder Kom),,55.987185495007,10.230759970544,0,,0,,True,False
727000701,,Odder Busterminal,,55.971459047389,10.149951344062,0,,0,,True,False
727001001,,Rørth (Odder Kom),,55.975606338989,10.195713798508,0,,0,,True,False
727001602,,Hesselbjergvej/Houvej (Odder Kom),,55.941436501505,10.211056063709,0,,0,,True,False
727002001,,Norsminde/Norsmindevej (Odder Kom),,56.022771820111,10.260724247919,0,,0,,True,False
727002501,,Rude Strand Højskole (Odder Kom),,55.991862549496,10.250852322761,0,,0,,True,False
727003801,,Saksild Strand/Samsøvej (Odder Kom),,55.985303953569,10.250752770572,0,,0,,True,False
727003802,,Saksild Strand/Samsøvej (Odder Kom),,55.985517265193,10.250984067811,0,,0,,True,False
727004001,,Kragebækvej/Århusvej (Odder Kom),,55.999221756644,10.165575787984,0,,0,,True,False
727004002,,Kragebækvej/Århusvej (Odder Kom),,56.000502433335,10.166977343418,0,,0,,True,False
727019601,,Nørregade/Rådhusgade (Odder Kom),,55.975250095731,10.150047794516,0,,0,,True,False
727019602,,Nørregade/Rådhusgade (Odder Kom),,55.975246807077,10.150400244216,0,,0,,True,False
727100401,,Neder Randlev/Houvej (Odder),,55.956760730256,10.190407633137,0,,0,,True,False
727200101,,Torrild (Odder Kom),,55.979925775203,10.053160833924,0,,0,,True,False
733000102,,Hornslet Rtb. (Syddjurs Kom),,56.321940034498,10.30114446771,0,,0,,True,False
733000202,,Rosenholm (Syddjurs Kom),,56.333039444759,10.333030877132,0,,0,,True,False
733000301,,Rodskov (Syddjurs Kom),,56.300000289025,10.364363907343,0,,0,,True,False
733000302,,Rodskov (Syddjurs Kom),,56.30010425097,10.363898940132,0,,0,,True,False
733000501,,Hornbjergvej/Løgtenvej (Syddjurs Kom),,56.305773099402,10.31666122421,0,,0,,True,False
733000502,,Hornbjergvej/Løgtenvej (Syddjurs Kom),,56.304774881254,10.316740027934,0,,0,,True,False
733000601,,Lime (Syddjurs Kom),,56.385571121213,10.244534117224,0,,0,,True,False
733000701,,Hornslet/Birkevej (Syddjurs Kom),,56.319414284698,10.319911772727,0,,0,,True,False
733000801,,Skørring (Syddjurs Kom),,56.364290164313,10.274986280227,0,,0,,True,False
733000802,,Skørring (Syddjurs Kom),,56.364314780485,10.275213734791,0,,0,,True,False
733001001,,Mørke (Syddjurs Kom),,56.336468109425,10.376115100265,0,,0,,True,False
733001002,,Mørke (Syddjurs Kom),,56.33664074005,10.37594337171,0,,0,,True,False
733001101,,Søby (Syddjurs Kom),,56.352132622084,10.238703192954,0,,0,,True,False
733001102,,Søby (Syddjurs Kom),,56.352185869305,10.23876965049,0,,0,,True,False
733001401,,Brovej/Brogårdsvej (Syddjurs Kom),,56.314881597726,10.319448230091,0,,0,,True,False
733001402,,Brovej/Brogårdsvej (Syddjurs Kom),,56.314796110106,10.319881796674,0,,0,,True,False
733100101,,Halling (Syddjurs Kom),,56.335558545729,10.191596226858,0,,0,,True,False
733100901,,Karlby (Syddjurs Kom),,56.351182333838,10.28526168491,0,,0,,True,False
733100902,,Karlby (Syddjurs Kom),,56.351369952795,10.285365091394,0,,0,,True,False
733101001,,Skader (Syddjurs Kom),,56.354815484417,10.211811596654,0,,0,,True,False
737000501,,Illerupvej/Skanderborgvej (Skanderborg Kom),,56.054891414704,9.865981081037,0,,0,,True,False
737300101,,Låsby idrætsanlæg/Århusvej (Skanderborg Kom),,56.148726756812,9.81260570165,0,,0,,True,False
737300102,,Låsby idrætsanlæg/Århusvej (Skanderborg Kom),,56.148600983296,9.812603047574,0,,0,,True,False
739000101,,Rønde Busterminal (Syddjurs Kom),,56.300753451816,10.47803868308,0,,0,,True,False
739000102,,Rønde Busterminal (Syddjurs Kom),,56.30069115962,10.477987792983,0,,0,,True,False
739000103,,Rønde Busterminal (Syddjurs Kom),,56.300756648308,10.478523657332,0,,0,,True,False
739000601,,Århusvej/Randersvej (Syddjurs Kom),,56.308100138763,10.445604949962,0,,0,,True,False
739001001,,Ugelbølle (Syddjurs Kom),,56.304918298993,10.413772344194,0,,0,,True,False
739200201,,Kalø Slotsruin (Syddjurs Kom),,56.283467252246,10.480860982156,0,,0,,True,False
739200202,,Kalø Slotsruin (Syddjurs Kom),,56.283621096965,10.480770002764,0,,0,,True,False
745000601,,Skanderborg St. (Skanderborg Kom),,56.043204096315,9.925065591159,0,,0,,True,False
745000602,,Skanderborg St. (Skanderborg Kom),,56.042884171131,9.924592414495,0,,0,,True,False
745000603,,Skanderborg St. (Skanderborg Kom),,56.043129977565,9.924164873394,0,,0,,True,False
745000604,,Skanderborg St. (Skanderborg Kom),,56.042325288752,9.92363196689,0,,0,,True,False
745001001,,Illerupvej/Låsbyvej (Skanderborg Kom),,56.065321908647,9.898852325167,0,,0,,True,False
745001201,,Kristiansvej/Låsbyvej (Skanderborg Kom),,56.044417324927,9.920230529866,0,,0,,True,False
745001901,,Hotel Skanderborghus (Skanderborg Kom),,56.025925990087,9.929754849393,0,,0,,True,False
745001902,,Hotel Skanderborghus (Skanderborg Kom),,56.025671142331,9.928994593743,0,,0,,True,False
745011201,,Søtoften/Vestergade (Skanderborg Kom),,56.032239150522,9.931415122128,0,,0,,True,False
745101001,,Gammel Horsensvej/Torrildvej (Skanderborg Kom),,55.987649664843,10.022641698218,0,,0,,True,False
745200311,,Sønderbækparken/Vestermøllevej (Skanderborg Kom),,56.034178964135,9.981390017113,0,,0,,True,False
751000101,,Aarhus Rutebilstation,,56.151999302745,10.208961891948,0,,0,,True,False
751000601,,Løgten/Grenåvej (Aarhus Kom),,56.275749212444,10.31530639793,0,,0,,True,False
751000901,,Højbjerg Torv/Oddervej (Aarhus Kom),,56.117316889921,10.206957233622,0,,0,,True,False
751000902,,Højbjerg Torv/Oddervej (Aarhus Kom),,56.116801728902,10.207262781108,0,,0,,True,False
751000903,,Højbjerg Torv/Rosenvangs Allé (Aarhus Kom),,56.116541670919,10.206289616038,0,,0,,True,False
751000904,,Højbjerg Torv/Rosenvangs Allé (Aarhus Kom),,56.116452314174,10.206238569133,0,,0,,True,False
751002301,,Byagervænget/Byagervej (Aarhus Kom),,56.054045486146,10.212864627956,0,,0,,True,False
751002401,,Damgårds Allé/Beder Landevej (Aarhus Kom),,56.058610427017,10.203661258508,0,,0,,True,False
751002402,,Beder Landevej/Damgårds Allé (Aarhus Kom),,56.059322422601,10.20344254234,0,,0,,True,False
751100402,,Lisbjerg/Elevvej (Aarhus Kom),,56.221995677057,10.164007119397,0,,0,,True,False
751100501,,Skødstrup Kirke/Grenåvej (Aarhus Kom),,56.262490335464,10.307327856689,0,,0,,True,False
751100502,,Skødstrup Kirke/Grenåvej (Aarhus Kom),,56.261886020398,10.306693745866,0,,0,,True,False
751100801,,Silkeborgvej/Vestre Ringgade (Aarhus Kom),,56.155391839322,10.1824392088,0,,0,,True,False
751100802,,Silkeborgvej/Vestre Ringgade (Aarhus Kom),,56.156778628197,10.183061423566,0,,0,,True,False
751100803,,Vestre Ringgade/Silkeborgvej (Aarhus Kom),,56.156351713522,10.181663680101,0,,0,,True,False
751100804,,Vestre Ringgade/Silkeborgvej (Aarhus Kom),,56.156116254573,10.180915844647,0,,0,,True,False
751101201,,Borum/Langelinie (Aarhus Kom),,56.187082477857,10.013566929225,0,,0,,True,False
751101301,,Ajstrup Gl. Skole/Ajstrup Strandvej (Aarhus Kom),,56.039338671338,10.238824180476,0,,0,,True,False
751101302,,Ajstrup Gl. Skole/Ajstrup Strandvej (Aarhus Kom),,56.039411339181,10.238746250507,0,,0,,True,False
751101502,,Havvænget/Ajstrup Strandvej (Aarhus Kom),,56.039201171488,10.270024095727,0,,0,,True,False
751101801,,Malling Kirke (Aarhus Kom),,56.040665673733,10.193535493829,0,,0,,True,False
751101802,,Malling Kirke (Aarhus Kom),,56.039693964395,10.193666014522,0,,0,,True,False
751101809,,Malling Kirke (Aarhus Kom),,56.039409126649,10.194315334721,0,,0,,True,False
751103201,,Alstrup Allé/Hovedvejen (Aarhus Kom),,56.105076652739,10.094328168803,0,,0,,True,False
751103202,,Alstrup Allé/Hovedvejen (Aarhus Kom),,56.105020620705,10.09558071334,0,,0,,True,False
751200101,,Egå Havvej/Grenåvej (Aarhus Kom),,56.212969402197,10.279149751887,0,,0,,True,False
751200102,,Egå Havvej/Grenåvej (Aarhus Kom),,56.212157682595,10.27770382014,0,,0,,True,False
751200201,,Spørring/Gammel Landevej (Aarhus Kom),,56.297572615735,10.148415049669,0,,0,,True,False
751200202,,Spørring/Gammel Landevej (Aarhus Kom),,56.297548064246,10.148155760958,0,,0,,True,False
751200401,,Marienlund/Marienlunds Allé (Aarhus Kom),,56.176774048679,10.218841987533,0,,0,,True,False
751200402,,Marienlund/Marienlunds Allé (Aarhus Kom),,56.17718064934,10.218613235959,0,,0,,True,False
751201001,,Sabro Korsvej/Viborgvej (Aarhus Kom),,56.211231900776,10.020459693183,0,,0,,True,False
751201002,,Sabro Korsvej/Viborgvej (Aarhus Kom),,56.210678533919,10.022186245472,0,,0,,True,False
751201801,,Viborgvej/Hasle Ringvej (Aarhus Kom),,56.171600723882,10.155926540523,0,,0,,True,False
751201802,,Hasle Ringvej/Viborgvej (Aarhus Kom),,56.170638900014,10.156928438812,0,,0,,True,False
751201803,,Viborgvej/Åby Ringvej (Aarhus Kom),,56.170919381191,10.155761112815,0,,0,,True,False
751201804,,Hasle Ringvej/Viborgvej (Aarhus Kom),,56.171229809597,10.157155591863,0,,0,,True,False
751202201,,Bogenhøjvej/Randersvej (Aarhus Kom),,56.298930878581,10.143397678945,0,,0,,True,False
751300201,,Skæring Havvej/Grenåvej (Aarhus Kom),,56.230893201334,10.294910845865,0,,0,,True,False
751300202,,Skæring Havvej/Grenåvej (Aarhus Kom),,56.230187268928,10.293677170382,0,,0,,True,False
751300501,,Tage-Hansens Gade/Viborgvej (Aarhus Kom),,56.160398308152,10.185088817058,0,,0,,True,False
751301001,,Aarhus Universitet/Randersvej,,56.172277409859,10.204573683936,0,,0,,True,False
751301002,,Aarhus Universitet/Randersvej,,56.171227374582,10.204444167794,0,,0,,True,False
751453401,,Spiræavej/Lilleringvej (Aarhus Kom),,56.149373770788,9.994481113239,0,,0,,True,False
751475702,,Brunbakkevej/Oddervej (Aarhus Kom),,56.099667976002,10.208929024422,0,,0,,True,False
751002302,,Byagervænget/Byagervej (Aarhus Kom),,56.054088980402,10.213010512341,0,,0,,True,False
751300101,,Skovlundvej/Grenåvej (Aarhus Kom),,56.245359870211,10.300902121123,0,,0,,True,False
751300102,,Skovlundvej/Grenåvej (Aarhus Kom),,56.244605193066,10.30003737755,0,,0,,True,False
751002601,,Beder Landevej/Byagervej (Aarhus Kom),,56.055869492224,10.202772955829,0,,0,,True,False
8603010,,Nørgaardsvej St.,,55.770542637397,12.513019302435,0,,0,,False,True
703001701,,Skovby/Smedeskovvej (Skanderborg Kom),,56.160567896535,9.939541836257,0,,0,,True,False
713001402,,Nørregade/Rylevej (Favrskov Kom),,56.270306379155,10.065582551681,0,,0,,True,False
745001601,,Ladegårdsbakken/Højvangen (Skanderborg Kom),,56.048833225783,9.944658920797,0,,0,,True,False
745001602,,Ladegårdsbakken/Højvangen (Skanderborg Kom),,56.048527413006,9.944699611537,0,,0,,True,False
100240000,,"København, Bernstorffsgade ",,55.673899714631,12.565109253773,0,,0,,False,True
713000302,,Alfa/Århusvej (Favrskov Kom),,56.232074894158,10.103463179796,0,,0,,True,False
713100201,,Beta/Århusvej (Favrskov Kom),,56.230493856598,10.109450796516,0,,0,,True,False
733001901,,Banevej/Tingvej (Syddjurs Kom),,56.319926820094,10.312265177591,0,,0,,True,False
745200301,,Fruering/Vestermøllevej (Skanderborg Kom),,56.034699394862,9.991594456535,0,,0,,True,False
745200302,,Fruering/Vestermøllevej (Skanderborg Kom),,56.034762924467,9.991515839348,0,,0,,True,False
751003401,,Stillingvej/Framlev Korsvej (Aarhus Kom),,56.151905739387,10.00802056933,0,,0,,True,False
751101401,,Rugvænget/Fløjstrupvej (Aarhus Kom),,56.041641803501,10.195732713572,0,,0,,True,False
751101402,,Rugvænget/Fløjstrupvej (Aarhus Kom),,56.041333464619,10.19509713531,0,,0,,True,False
751101601,,Ajstrupvej/Bredgade (Aarhus Kom),,56.038385249628,10.19333669251,0,,0,,True,False
2,,Engelsborgvej (Buddingevej),,55.767248497366,12.498017540594,0,,0,,False,True
3,,Christian X's Allé (Buddingevej),,55.763789734277,12.496336005281,0,,0,,False,True
